ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket,RatingCategory
572,37,16,4/23/2025,4,"Great  purchase,  very    satisfied.",0.8016,Positive,Strong Positive,High
573,57,8,4/27/2024,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
574,72,9,10/13/2025,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
575,93,14,9/19/2025,5,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
576,71,9,10/4/2025,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
577,65,9,4/18/2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
578,32,15,8/1/2023,5,The  quality  is  top-notch.,0,Positive,Positive,High
579,24,8,1/16/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
580,48,1,4/15/2025,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
581,69,18,3/19/2024,4,The  quality  is  top-notch.,0,Positive,Positive,High
582,65,9,1/29/2023,5,Exceeded  my    expectations!,0,Positive,Positive,High
583,88,8,7/3/2025,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
584,70,20,12/4/2024,4,Exceeded  my  expectations!,0,Positive,Positive,High
585,87,12,10/23/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
586,7,17,4/11/2023,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
587,31,17,8/31/2025,3,Not  worth    the  money.,-0.1695,Mixed Negative,Negative,Neutral
588,39,18,9/3/2025,3,Shipping  was  fast  and  the  item  was  well-packaged.,0,Neutral,Positive,Neutral
589,64,4,3/21/2024,3,Not    worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
590,27,4,9/13/2024,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
591,65,12,10/29/2024,5,Five  stars    for  the  quick  delivery.,0,Positive,Positive,High
592,100,1,1/18/2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
593,62,8,6/12/2025,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
594,14,4,10/1/2025,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
595,46,5,9/18/2025,4,Exceeded    my  expectations!,0,Positive,Positive,High
596,48,15,6/27/2025,3,"Good  quality,  but  could    be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
597,11,1,9/7/2025,5,The  quality  is  top-notch.,0,Positive,Positive,High
598,3,2,8/4/2023,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
599,94,19,8/1/2025,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
600,65,3,1/11/2025,2,Not  worth    the  money.,-0.1695,Negative,Negative,Low
601,25,11,7/31/2025,5,Amazing    value  for  the  price.,0.7351,Positive,Strong Positive,High
602,56,8,2/8/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
603,88,4,7/2/2024,5,Exceeded  my  expectations!,0,Positive,Positive,High
604,87,2,6/10/2023,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,Negative,Neutral
605,1,3,6/17/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
606,48,8,10/14/2023,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
607,25,14,7/7/2025,3,"Great  purchase,  very  satisfied.",0.8016,Mixed Positive,Strong Positive,Neutral
608,7,9,3/21/2023,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
609,40,10,10/23/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
610,69,3,1/29/2025,5,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
611,6,4,12/6/2023,2,"Average  experience,  nothing  special.",-0.3089,Negative,Negative,Low
612,38,2,6/17/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
613,48,12,2/10/2025,3,"The  product  is  okay,  but  the  instructions    were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
614,23,2,1/20/2025,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive,Strong Positive,Neutral
615,98,1,1/8/2025,5,"Excellent    product,  highly  recommend!",0.7773,Positive,Strong Positive,High
616,38,20,11/14/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
617,29,15,12/22/2025,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
618,45,7,8/21/2024,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,Positive,High
619,68,14,12/6/2023,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
620,100,1,10/22/2024,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
621,70,14,5/13/2025,2,The  product  arrived  late.,0,Negative,Positive,Low
622,30,4,12/22/2025,4,The  quality    is  top-notch.,0,Positive,Positive,High
623,5,1,6/15/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
624,82,14,11/28/2023,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
625,32,10,2/20/2023,5,"Great  purchase,  very    satisfied.",0.8016,Positive,Strong Positive,High
626,38,11,12/18/2025,5,Exceeded  my  expectations!,0,Positive,Positive,High
627,18,6,6/26/2023,5,Amazing  value  for    the  price.,0.7351,Positive,Strong Positive,High
628,22,4,8/30/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
629,16,20,7/28/2024,5,Exceeded  my    expectations!,0,Positive,Positive,High
630,31,10,8/14/2024,4,The  quality  is    top-notch.,0,Positive,Positive,High
631,73,12,10/30/2024,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,Positive,High
632,40,20,2/24/2023,3,"Average  experience,    nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
633,52,3,12/26/2023,2,The    product  arrived  late.,0,Negative,Positive,Low
634,27,13,2/25/2024,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,Positive,High
635,85,16,2/22/2023,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.2617,Mixed Negative,Negative,Neutral
636,37,13,12/18/2023,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
637,17,7,8/21/2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
638,63,16,8/23/2025,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,Positive,Low
639,14,12,7/7/2024,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
640,23,14,8/9/2024,3,"The  product  is  okay,    but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
641,58,9,1/5/2024,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,Strong Negative,Low
642,53,17,4/28/2025,2,Disappointed  with  the  performance.,-0.4767,Negative,Negative,Low
643,89,16,1/7/2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
644,97,10,11/25/2023,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
645,23,20,11/2/2023,5,Customer  support    was  very  helpful.,0.6997,Positive,Strong Positive,High
646,75,2,10/9/2023,5,"I    love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
647,68,2,1/3/2023,4,Customer  support  was    very  helpful.,0.6997,Positive,Strong Positive,High
648,76,5,3/19/2023,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
649,8,17,2/5/2025,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
650,28,3,11/8/2024,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
651,38,9,9/10/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
652,39,19,5/6/2025,5,The  quality  is  top-notch.,0,Positive,Positive,High
653,66,16,1/14/2025,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
654,46,8,1/1/2023,1,The  color  was  different  from  what  was  shown.,0,Negative,Positive,Low
655,63,16,4/6/2023,4,The  quality  is  top-notch.,0,Positive,Positive,High
656,17,11,7/22/2024,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
657,35,11,10/18/2025,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
658,3,18,6/16/2025,1,Not  worth  the    money.,-0.1695,Negative,Negative,Low
659,29,20,3/16/2023,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
660,62,5,10/6/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
661,40,18,9/20/2025,2,"Average  experience,  nothing  special.",-0.3089,Negative,Negative,Low
662,15,5,3/24/2025,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
663,23,10,5/26/2025,5,"Excellent  product,  highly    recommend!",0.7773,Positive,Strong Positive,High
664,31,16,8/11/2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
665,99,12,1/3/2024,2,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
666,53,19,5/25/2024,3,Not    worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
667,80,14,1/8/2024,4,The  quality    is  top-notch.,0,Positive,Positive,High
668,55,4,4/25/2024,5,"Excellent  product,    highly  recommend!",0.7773,Positive,Strong Positive,High
669,19,19,12/31/2025,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
670,53,13,3/31/2024,5,The  build  quality  is    impressive.,0.5106,Positive,Strong Positive,High
671,24,5,3/28/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
672,95,14,2/15/2025,5,"Great    purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
673,74,12,10/16/2025,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
674,29,1,8/30/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
675,24,9,2/7/2025,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
676,6,12,3/14/2024,5,The  build  quality  is    impressive.,0.5106,Positive,Strong Positive,High
677,6,17,3/29/2024,4,Five    stars  for  the  quick  delivery.,0,Positive,Positive,High
678,49,9,5/19/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
679,10,8,9/29/2025,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
680,60,20,6/12/2025,4,Exceeded  my    expectations!,0,Positive,Positive,High
681,48,16,3/21/2024,5,The  quality  is  top-notch.,0,Positive,Positive,High
682,80,11,1/5/2023,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,Strong Negative,Low
683,22,10,4/6/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
684,92,12,1/12/2025,2,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
685,86,14,3/22/2024,1,The  color  was  different  from  what  was  shown.,0,Negative,Positive,Low
686,31,17,5/9/2023,5,"I    love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
687,86,17,7/16/2023,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
688,32,12,7/7/2025,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
689,34,16,4/23/2025,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
690,61,19,10/11/2023,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
691,40,7,7/27/2024,3,Five  stars  for  the  quick  delivery.,0,Neutral,Positive,Neutral
692,64,10,12/22/2023,3,Not  worth  the    money.,-0.1695,Mixed Negative,Negative,Neutral
693,58,10,8/31/2023,5,The  build  quality  is    impressive.,0.5106,Positive,Strong Positive,High
694,27,13,7/5/2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
695,13,14,9/15/2023,4,Customer  support    was  very  helpful.,0.6997,Positive,Strong Positive,High
696,48,11,10/7/2023,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
697,13,7,9/21/2024,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
698,4,18,6/28/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
699,42,19,1/30/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
700,14,2,11/23/2023,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
701,68,4,1/2/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
702,92,3,2/6/2025,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
703,3,16,4/17/2024,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
704,8,20,9/26/2024,5,Exceeded  my  expectations!,0,Positive,Positive,High
705,88,11,5/25/2025,5,Exceeded    my  expectations!,0,Positive,Positive,High
706,75,5,1/3/2024,5,Exceeded  my    expectations!,0,Positive,Positive,High
707,96,16,8/8/2024,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
708,70,17,1/20/2024,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
709,1,16,2/25/2023,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
710,88,7,9/26/2025,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
711,39,12,12/7/2023,5,"Excellent    product,  highly  recommend!",0.7773,Positive,Strong Positive,High
712,53,17,9/17/2024,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
713,55,12,12/12/2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
714,76,2,1/11/2023,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
715,13,2,3/26/2024,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
716,64,2,8/12/2023,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
717,82,1,3/7/2025,5,Exceeded  my  expectations!,0,Positive,Positive,High
718,30,20,5/19/2023,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,Negative,Low
719,24,4,12/3/2025,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,Negative,Low
720,41,4,8/5/2025,5,Shipping  was  fast  and  the  item  was    well-packaged.,0,Positive,Positive,High
721,4,15,9/25/2024,2,Not    worth  the  money.,-0.1695,Negative,Negative,Low
722,68,16,10/14/2025,4,The  quality  is  top-notch.,0,Positive,Positive,High
723,84,7,11/22/2023,2,The  product  arrived  late.,0,Negative,Positive,Low
724,31,3,1/21/2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
725,13,6,9/30/2025,4,The  quality  is  top-notch.,0,Positive,Positive,High
726,33,20,10/16/2024,5,Customer  support  was    very  helpful.,0.6997,Positive,Strong Positive,High
727,39,1,9/24/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
728,30,1,8/23/2024,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
729,99,9,3/17/2023,1,Not  worth  the  money.,-0.1695,Negative,Negative,Low
730,67,6,1/15/2025,4,The  quality  is    top-notch.,0,Positive,Positive,High
731,4,7,7/13/2023,5,The  build    quality  is  impressive.,0.5106,Positive,Strong Positive,High
732,56,20,3/2/2025,4,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
733,75,13,11/7/2024,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
734,63,2,3/10/2024,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
735,22,15,3/2/2024,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
736,72,6,10/17/2023,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
737,45,15,10/11/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
738,3,12,8/22/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
739,70,18,7/5/2023,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
740,33,5,2/5/2025,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,Positive,Low
741,3,9,5/24/2025,3,Not    worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
742,84,7,3/3/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
743,89,3,5/15/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
744,63,19,3/31/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
745,85,12,5/17/2024,5,Exceeded  my  expectations!,0,Positive,Positive,High
746,24,13,3/28/2024,5,"I  love    this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
747,84,1,4/27/2023,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
748,100,13,9/15/2025,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive,Strong Positive,Neutral
749,64,13,6/28/2025,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
750,3,5,6/20/2024,4,The    quality  is  top-notch.,0,Positive,Positive,High
751,58,17,7/11/2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
752,7,12,10/11/2024,1,Not  worth  the  money.,-0.1695,Negative,Negative,Low
753,94,4,1/29/2023,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
754,55,11,7/11/2025,4,The  quality  is  top-notch.,0,Positive,Positive,High
755,27,15,3/31/2024,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
756,94,8,3/25/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
757,8,13,9/27/2023,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
758,53,1,5/23/2024,2,"Average  experience,  nothing    special.",-0.3089,Negative,Negative,Low
759,21,16,12/13/2024,2,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
760,100,5,12/18/2025,3,Not    worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
761,49,16,3/17/2025,3,Customer  support  was  very  helpful.,0.6997,Mixed Positive,Strong Positive,Neutral
762,39,13,5/31/2025,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
763,54,16,8/16/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
764,84,11,7/8/2024,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,Negative,Low
765,74,18,12/11/2024,1,Disappointed  with  the  performance.,-0.4767,Negative,Negative,Low
766,83,7,7/31/2025,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
767,48,11,10/9/2023,5,Exceeded    my  expectations!,0,Positive,Positive,High
768,24,16,2/18/2023,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
769,77,7,9/2/2024,5,"Excellent  product,    highly  recommend!",0.7773,Positive,Strong Positive,High
770,52,1,2/2/2025,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
771,32,12,3/21/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
772,62,4,9/13/2023,4,Five    stars  for  the  quick  delivery.,0,Positive,Positive,High
773,17,14,6/21/2024,2,Disappointed  with  the  performance.,-0.4767,Negative,Negative,Low
774,46,6,12/10/2025,5,"Great  purchase,    very  satisfied.",0.8016,Positive,Strong Positive,High
775,13,16,8/31/2025,4,"Great  purchase,  very    satisfied.",0.8016,Positive,Strong Positive,High
776,17,13,1/12/2023,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
777,81,6,2/14/2024,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
778,97,7,6/11/2025,5,The  quality  is    top-notch.,0,Positive,Positive,High
779,66,17,5/25/2025,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
780,83,1,10/23/2025,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
781,68,13,6/6/2024,5,Exceeded  my  expectations!,0,Positive,Positive,High
782,25,3,8/19/2024,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
783,21,18,11/30/2024,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
784,22,16,12/9/2024,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,Negative,Low
785,9,10,10/11/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
786,37,13,7/29/2025,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
787,59,5,8/8/2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
788,83,15,5/16/2025,3,Customer  support  was    very  helpful.,0.6997,Mixed Positive,Strong Positive,Neutral
789,7,17,4/8/2023,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
790,73,9,6/8/2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
791,11,18,6/27/2023,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,Negative,Neutral
792,88,14,7/29/2023,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
793,53,7,5/21/2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
794,24,17,12/3/2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
795,4,14,12/16/2024,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
796,27,17,2/27/2025,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
797,68,19,2/22/2025,5,The  quality  is    top-notch.,0,Positive,Positive,High
798,95,13,8/22/2023,2,"Average  experience,  nothing  special.",-0.3089,Negative,Negative,Low
799,96,9,7/17/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
800,74,8,5/23/2024,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
801,36,10,1/9/2023,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
802,12,16,3/4/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
803,6,11,9/22/2023,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
804,16,8,9/22/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
805,76,20,10/28/2024,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
806,18,9,8/28/2023,5,The  quality  is  top-notch.,0,Positive,Positive,High
807,68,8,3/6/2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
808,49,6,12/12/2025,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,Positive,Neutral
809,37,17,8/20/2023,2,Product  did  not  meet  my    expectations.,0,Negative,Positive,Low
810,56,2,6/24/2025,2,Disappointed  with  the  performance.,-0.4767,Negative,Negative,Low
811,10,2,1/28/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
812,80,20,4/19/2025,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,Strong Positive,High
813,58,15,3/28/2024,5,The  quality  is  top-notch.,0,Positive,Positive,High
814,93,3,10/28/2024,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
815,72,6,11/19/2025,1,I  had  a  bad  experience    with  this  product.,-0.5423,Negative,Strong Negative,Low
816,91,1,1/11/2024,4,"Great  purchase,    very  satisfied.",0.8016,Positive,Strong Positive,High
817,6,15,11/17/2024,3,Five  stars  for  the  quick  delivery.,0,Neutral,Positive,Neutral
818,55,20,12/11/2023,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,Negative,Neutral
819,20,15,5/12/2024,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,Positive,High
820,47,19,4/10/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
821,98,12,10/19/2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
822,47,15,1/28/2023,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
823,59,14,9/29/2024,5,Five    stars  for  the  quick  delivery.,0,Positive,Positive,High
824,77,13,7/30/2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
825,21,18,1/10/2023,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,Strong Negative,Low
826,8,11,10/29/2024,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
827,84,18,4/5/2025,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
828,53,20,2/28/2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
829,31,9,5/17/2023,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
830,61,19,7/23/2025,2,"Average  experience,  nothing    special.",-0.3089,Negative,Negative,Low
831,48,17,8/30/2025,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
832,44,17,4/23/2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
833,31,18,8/29/2023,5,Exceeded  my    expectations!,0,Positive,Positive,High
834,74,1,9/21/2025,2,"Average    experience,  nothing  special.",-0.3089,Negative,Negative,Low
835,12,12,5/7/2024,5,Exceeded  my  expectations!,0,Positive,Positive,High
836,52,9,10/25/2023,1,Product  did    not  meet  my  expectations.,0,Negative,Positive,Low
837,19,16,12/11/2023,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
838,61,17,4/21/2024,5,Shipping  was  fast  and  the    item  was  well-packaged.,0,Positive,Positive,High
839,79,7,8/2/2024,4,Shipping    was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
840,44,10,1/30/2023,4,The  quality  is  top-notch.,0,Positive,Positive,High
841,88,10,8/25/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
842,70,17,10/3/2024,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
843,51,13,8/28/2025,2,Not  worth    the  money.,-0.1695,Negative,Negative,Low
844,66,10,7/1/2023,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,Strong Positive,High
845,89,7,7/26/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
846,17,17,4/22/2024,4,The  quality  is  top-notch.,0,Positive,Positive,High
847,6,5,5/29/2025,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,Negative,Low
848,6,18,3/8/2023,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,Negative,Low
849,78,10,2/1/2025,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,Positive,Low
850,89,12,7/24/2023,4,The  quality  is  top-notch.,0,Positive,Positive,High
851,31,12,11/29/2025,5,The  quality  is  top-notch.,0,Positive,Positive,High
852,37,11,12/3/2024,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
853,42,11,5/19/2023,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
854,7,5,6/9/2025,5,Shipping  was  fast    and  the  item  was  well-packaged.,0,Positive,Positive,High
855,2,7,1/8/2024,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
